PREMISE_ID,LOCATION_ID,CONSTRUCTION_ID,DEVELOPER_ID,COMPETITOR_ID,PROJECT_STATUS_ID,COMPLIANCE_ID,EXISTING_STORE_ID,RENT,RENT_ESCALATION,CAPEX,TARGETED_CUSTOMERS,MANAGEMENT_FEES,TAXES,LEASE_TERM,DECISION_OUTCOME,PREDICTED_ANNUAL_SALES,PREDICTED_DAILY_ORDERS,AVERAGE_TICKET_SIZE,EARLY_TERMINATION_TERMS,PREDICTED_GROSS_PROFITS,PREDICTED_SGA_EXPENSES
874,47,12,25,6,1,1,16,14342.52,0.05,3795194.94,71285,3332.06,11609.23,8,Rejected,1103176.31,2861,186.91,None,1290873.2,136654.45
875,33,13,28,7,5,4,22,19254.8,0.08,2087767.16,74472,6376.69,9650.79,7,Approved,1948027.45,1110,148.26,None,210720.17,46442.05
876,10,10,3,2,3,5,13,30466.35,0.05,3546548.66,57077,7252.3,6477.46,4,Pending,2443142.44,3178,53.94,6 months notice,1554580.8,273641.25
877,9,9,27,7,1,1,5,16525.03,0.1,2871885.67,71231,3534.49,12892.9,7,Rejected,202196.38,1125,151.51,1 year penalty,990838.62,354386.92
878,49,7,7,7,1,4,17,49616.48,0.1,3070323.9,81982,6366.74,4254.48,9,Rejected,3437509.74,2813,116.29,None,1824082.16,210742.62
879,19,3,14,2,1,2,13,9257.91,0.03,3718811.11,89395,5794.43,4952.71,5,Pending,4732648.28,1310,173.51,None,1975630.95,438181.03
880,30,15,28,7,2,3,22,43264.92,0.09,3358564.71,98986,8965.71,12532.36,3,Rejected,2308282.55,2084,104.32,1 year penalty,1106621.99,447981.87
881,32,18,3,8,2,1,19,9567.32,0.1,1365075.77,59028,3540.66,5368.39,7,Pending,1505545.52,2625,51.49,None,1375934.02,50698.79
882,9,20,23,7,1,2,15,37489.95,0.01,2201201.34,51471,5060.95,6166.6,5,Pending,4639053.25,4256,149.95,6 months notice,272706.72,363052.73
883,47,10,5,10,5,4,10,5110.42,0.09,4666665.3,38073,1149.41,14346.11,1,Pending,2826236.12,1370,85.02,6 months notice,410958.01,70098.22
884,39,12,12,12,4,2,10,30069.39,0.04,2691768.41,49421,1192.99,9760.2,5,Approved,3409052.04,2034,65.42,6 months notice,618079.84,31137.73
885,45,18,19,8,1,4,11,32234.75,0.04,4406393.77,21801,8718.37,6490.78,8,Approved,1895356.12,916,25.9,None,104209.79,203796.96
886,40,2,6,3,2,5,7,12849.13,0.02,815140.39,41033,5165.81,9194.98,4,Pending,2570268.6,3315,180.78,None,510623.63,361469.5
887,38,7,17,2,4,5,7,45273.87,0.02,1055222.19,65171,7791.59,9356.12,7,Approved,427691.11,3747,143.13,1 year penalty,956545.34,245664.05
888,40,11,14,13,3,4,13,40749.12,0.02,1902831.25,56840,4278.22,11346.17,8,Approved,4813513.56,3925,151.95,None,726627.72,344389.47
889,8,8,9,3,2,4,23,7187.18,0.09,1827482.6,39930,6839.73,13705.27,7,Rejected,4703427.73,931,63.74,1 year penalty,658025.32,355377.19
890,42,9,12,10,1,4,14,25852.83,0.06,4630005.51,79208,8963.88,3856.5,9,Approved,271691.4,3839,81.14,6 months notice,554292.81,73445.74
891,33,9,15,7,2,2,1,42405.72,0.03,4586810.2,30362,5941.58,10670.12,8,Rejected,454388.56,3583,180.29,6 months notice,734149.73,337605.08
892,8,20,23,15,4,4,20,37695.56,0.05,2921466.91,58707,8959.26,11710.64,4,Pending,1036605.28,1950,134.15,6 months notice,402715.83,448289.81
893,2,19,5,5,3,4,14,35421.12,0.02,1071777.26,71693,2761.88,3620.09,9,Rejected,3736963.72,1516,52.28,None,998361.61,50498.38
894,7,1,7,5,5,5,25,47821.06,0.04,4754451.19,49966,9092.81,4907.55,1,Approved,1896447.38,4858,175.28,6 months notice,1644525.09,92483.22
895,21,7,28,4,5,5,3,20791.49,0.07,3831463.82,29147,6739.65,1612.26,5,Rejected,3018197.53,554,60.86,1 year penalty,1261836.21,391023.72
896,39,18,27,8,2,1,7,21760.59,0.02,4215910.74,48814,8032.85,14215.04,5,Approved,2288910.55,4552,87.84,6 months notice,89321.57,491931.44
897,11,9,26,15,3,2,18,46686.07,0.07,297380.13,24499,5698.7,12042.1,6,Pending,3802394.79,2721,44.4,None,609177.95,423859.93
898,30,1,9,1,4,3,2,24420.79,0.03,1487415.22,70833,8858.24,6834.8,8,Approved,2198943.05,1551,180.18,1 year penalty,1297462.63,135145.9
899,29,12,3,6,2,5,22,6416.04,0.05,585862.34,37111,7355.78,8634.37,3,Pending,1714321.17,1521,54.65,1 year penalty,1929339.52,229713.54
900,40,6,4,1,1,2,10,40336.38,0.1,334065.4,94824,3106.94,13458.34,6,Pending,3183523.7,4214,117.17,None,1664922.01,308488.11
901,2,10,15,14,5,2,2,18773.76,0.02,251188.93,47920,1961.2,4483.04,8,Pending,1059329.67,4436,116.5,None,145192.56,148631.11
902,24,4,11,14,4,2,18,15954.99,0.08,4312470.44,25187,5130.34,11518.43,7,Approved,1935988.34,2321,44.12,1 year penalty,1241341.56,224039.83
903,20,15,24,4,4,5,18,40590.51,0.04,3596993.91,11326,5837.93,12731.58,9,Rejected,1119230.38,2840,131.11,6 months notice,188374.52,468024.54
904,50,16,18,15,1,2,7,40357.5,0.05,4175816.61,10136,2313.8,5717.73,7,Rejected,2129437.48,4689,173.48,None,366702.46,273198.7
905,9,2,6,10,3,4,24,40611.48,0.08,4192474.34,93483,5300.99,7871.15,9,Approved,4371358.49,208,99.93,6 months notice,1622763.27,192986.94
906,10,12,11,6,4,3,20,11439.83,0.04,458686.15,99294,7716.01,9558.4,1,Pending,3874114.53,1293,30.16,None,1751030.72,335438.02
907,38,4,16,12,3,3,10,45384.67,0.01,2433806.47,66867,8011.75,5013.43,6,Approved,3035227.92,877,29.0,1 year penalty,266075.85,232877.82
908,48,3,22,14,5,3,18,25839.88,0.06,1534821.31,41195,5332.59,9853.77,9,Pending,1882259.11,2915,21.29,1 year penalty,890883.59,425062.44
909,47,7,2,3,2,3,14,5798.86,0.03,4783735.61,29145,1255.9,5431.65,7,Approved,314490.44,1834,165.26,6 months notice,377806.62,46706.06
910,24,5,8,12,1,3,4,35867.22,0.02,4695946.55,2386,7687.04,3960.77,4,Rejected,730658.71,1778,142.68,6 months notice,939762.07,367069.48
911,29,1,14,12,3,5,16,18451.96,0.09,3146654.57,90689,6047.76,2585.86,4,Approved,1953319.31,4727,55.21,6 months notice,1342530.58,191740.28
912,9,11,12,1,1,3,9,12275.01,0.02,4978920.89,85258,7553.94,12876.32,3,Rejected,337738.84,1352,51.61,6 months notice,894325.02,474820.28
913,15,7,2,2,1,1,6,46228.98,0.06,2461527.37,97587,9678.3,4386.54,9,Approved,681419.78,4540,94.41,1 year penalty,1015200.97,497420.9
914,17,20,18,3,1,3,12,13552.5,0.02,1092981.85,38300,8457.28,4235.67,5,Approved,3603107.13,4603,196.59,None,1998857.55,30304.58
915,40,6,22,3,4,4,6,12829.07,0.07,4367639.46,26171,1099.29,5074.85,9,Approved,4841432.34,2363,96.43,None,1437457.88,37996.55
916,19,19,28,15,3,3,9,43741.13,0.03,4369510.84,44977,7000.41,11055.31,4,Rejected,2523869.39,1810,138.96,1 year penalty,1792695.53,176892.9
917,2,12,13,13,2,1,17,38770.99,0.09,3375784.57,16525,9986.62,14305.35,3,Pending,944827.5,4041,182.39,1 year penalty,470185.13,391098.1
918,34,1,7,8,4,4,2,7633.59,0.08,279715.49,61979,8465.82,5887.01,5,Rejected,4673708.02,2531,89.4,1 year penalty,115404.17,31462.93
919,27,4,22,13,3,3,5,40708.16,0.1,2021695.73,8474,9445.07,13053.37,7,Pending,181866.67,695,136.43,6 months notice,1713580.88,185299.8
920,3,9,27,13,3,3,21,21472.27,0.05,4629864.09,28096,3766.21,13367.49,4,Pending,3113302.28,4678,80.91,1 year penalty,649427.57,64994.73
921,7,18,10,2,3,2,20,31415.55,0.09,1541037.39,89896,3643.26,9912.88,5,Pending,3394905.33,2645,102.03,None,796786.52,29229.88
922,45,8,25,15,5,5,4,42424.74,0.06,4509016.15,32672,9065.17,14125.24,9,Pending,4585181.32,1185,104.96,6 months notice,641811.44,57201.05
923,46,7,17,13,5,4,23,9634.58,0.01,142839.44,62324,7200.43,2553.88,7,Approved,4927222.2,2285,88.25,6 months notice,206113.11,246215.32
924,26,9,8,7,2,4,5,33648.51,0.02,2160017.14,30947,7205.36,11421.39,9,Approved,1754420.7,1461,176.81,6 months notice,631554.26,236009.75
925,12,8,13,15,3,4,8,13939.63,0.01,1323390.21,52035,8821.1,3497.01,2,Rejected,209859.33,2475,187.33,None,395369.76,299092.63
926,48,13,30,4,1,3,1,39340.93,0.07,2301290.38,92475,3245.15,6727.55,1,Pending,1138177.95,323,190.84,1 year penalty,1560251.92,152134.99
927,16,6,5,5,2,1,18,47410.47,0.09,509591.1,23003,7095.06,10877.76,7,Rejected,2541600.68,2071,192.7,1 year penalty,991976.08,319061.96
928,25,16,17,14,1,2,3,24333.0,0.1,1436015.04,46240,5825.58,7013.74,5,Approved,3722673.82,3665,30.13,6 months notice,473915.62,343005.23
929,47,6,7,3,2,1,9,13149.46,0.07,2229321.61,5038,8573.11,2888.08,5,Approved,4617064.57,3689,114.07,None,1798050.56,430112.59
930,38,19,25,12,4,3,2,31394.72,0.04,320125.42,95278,9383.76,14559.51,9,Pending,2385080.73,1027,24.15,6 months notice,1784062.19,200591.26
931,3,19,23,12,3,5,3,42064.6,0.04,3732446.29,32510,6406.01,3811.57,2,Pending,4792480.27,3322,75.39,6 months notice,294521.26,421928.6
932,8,9,25,11,3,3,6,10086.57,0.05,1825630.8,48273,6247.53,9452.69,7,Approved,2882587.19,2091,109.91,6 months notice,1052230.0,482693.51
933,36,3,27,11,3,5,10,9569.77,0.05,3211213.96,29667,9910.11,5895.95,9,Approved,4042586.39,2259,71.62,None,810424.09,345201.58
934,10,18,18,10,5,5,23,41943.34,0.08,1255742.42,20866,2939.77,2368.15,7,Approved,2371061.12,1124,194.29,1 year penalty,401828.54,202365.91
935,43,14,8,10,1,5,7,19014.39,0.1,130105.58,70085,6084.35,7894.54,7,Approved,334714.34,4579,190.04,1 year penalty,515869.43,119685.6
936,31,18,17,6,3,2,10,19634.33,0.07,1315955.84,89202,5006.19,3584.04,4,Pending,1673566.58,2946,122.94,1 year penalty,1569660.42,90550.2
937,18,8,10,14,4,5,8,15379.66,0.06,4907052.35,52756,2132.04,10793.7,3,Rejected,1037979.94,681,174.98,1 year penalty,722334.99,81637.51
938,48,18,21,13,3,2,5,11006.83,0.01,276884.93,18688,2762.79,2734.84,5,Pending,1653645.08,3551,20.16,None,1407211.16,30986.23
939,34,8,4,4,4,5,21,30242.94,0.09,4270117.19,1628,1701.2,14392.56,9,Approved,1540966.48,338,31.68,None,1137833.65,432167.01
940,16,20,11,14,4,1,4,45376.01,0.04,1272824.41,91551,8795.7,8050.61,6,Rejected,2113467.11,377,34.59,6 months notice,1218933.75,477115.75
941,22,14,16,9,4,2,7,46325.12,0.09,1294255.84,20143,3161.62,5229.77,5,Approved,4135451.5,913,99.38,None,767007.49,156649.18
942,38,6,5,10,1,2,4,43687.58,0.05,4123236.11,50484,9720.2,2909.51,6,Rejected,4116212.69,2086,184.44,6 months notice,842565.41,399460.76
943,49,12,1,6,5,1,18,39835.1,0.06,3005113.93,17706,3366.48,8818.41,8,Rejected,2589559.6,610,45.99,6 months notice,525183.23,192518.12
944,20,15,22,2,4,5,16,43643.7,0.08,645971.54,19468,1696.11,5293.86,2,Approved,1388435.29,1952,38.49,1 year penalty,1212875.04,122962.19
945,19,11,29,13,1,3,19,13449.74,0.05,141306.0,69840,6490.44,5373.62,6,Rejected,2431045.39,3386,58.37,None,87362.23,47624.74
946,1,9,24,2,4,5,17,17277.5,0.03,155709.72,45686,6259.52,9658.73,8,Rejected,3558093.94,3338,38.44,6 months notice,1813185.42,367163.54
947,50,19,1,12,4,1,14,5883.52,0.02,2420403.34,32560,6366.0,9486.98,3,Approved,4292393.28,4330,61.41,6 months notice,383324.91,162873.38
948,39,6,19,12,2,1,2,45052.87,0.02,2766536.71,88115,6748.07,4247.93,4,Pending,1770583.18,2768,49.22,None,1774612.49,254100.94
949,33,20,20,10,1,3,24,31949.73,0.06,4528494.32,98654,4061.2,2901.02,7,Rejected,3646355.22,802,34.36,1 year penalty,1790405.0,48956.61
950,34,18,19,9,1,3,16,24487.7,0.05,2600202.94,33434,8645.2,10362.84,7,Pending,2109224.46,4340,176.38,1 year penalty,1012605.22,324022.42
951,41,15,8,11,2,3,6,6172.45,0.08,2959915.53,7691,6028.56,3995.37,4,Rejected,1288100.18,276,150.97,1 year penalty,1499985.45,280613.87
952,39,14,2,11,4,1,7,46028.49,0.07,4847059.95,3453,8020.4,2757.36,4,Approved,1794074.77,320,93.56,None,478428.61,137779.03
953,23,8,29,12,4,1,22,7893.58,0.04,719400.97,59180,2791.77,9663.76,2,Pending,142865.07,784,110.46,1 year penalty,1051461.18,25059.34
954,37,4,29,6,5,5,22,27778.52,0.06,1675877.36,57486,9076.56,10748.95,3,Rejected,2444100.65,1369,98.04,None,531889.17,207886.57
955,46,3,4,3,5,5,9,17828.93,0.05,222901.8,23468,3275.66,10005.58,3,Approved,918934.3,1624,167.18,6 months notice,602747.91,171016.01
956,16,19,16,12,3,1,11,21218.74,0.05,2521132.97,41814,1302.23,13118.29,3,Pending,857940.58,1539,55.93,None,204143.64,67803.96
957,6,17,3,15,4,1,18,28454.29,0.02,4776249.51,84147,6546.05,4291.68,5,Approved,2539159.81,2058,23.42,1 year penalty,737049.7,361866.21
958,11,10,18,11,1,3,13,7618.2,0.04,409023.12,23741,9374.7,1420.49,9,Pending,944655.54,1339,56.64,None,545545.01,360313.62
959,11,3,13,11,1,5,1,44816.53,0.04,3968184.65,72693,8645.09,6260.27,9,Rejected,4643196.02,4539,68.16,None,530964.62,278009.63
960,10,13,23,3,2,4,4,35851.73,0.08,1799483.74,54704,9557.84,10302.7,5,Rejected,1472937.76,2463,183.05,1 year penalty,1760231.83,140193.12
961,2,8,15,3,4,5,16,14810.1,0.09,4171296.52,78454,6443.01,8426.26,2,Approved,832338.79,3327,143.01,None,1813286.53,61310.04
962,8,2,10,3,1,1,17,35589.75,0.01,1523177.63,34196,1610.32,13171.0,2,Pending,4885532.59,4887,103.37,6 months notice,1092349.64,195753.36
963,45,19,1,9,4,2,14,17516.2,0.03,4523492.28,53899,2746.01,3981.97,9,Approved,1104316.17,1501,23.32,6 months notice,1115876.8,405925.73
964,27,20,14,5,1,1,10,11668.55,0.02,4143433.45,95087,1076.34,3230.74,8,Pending,4117005.45,2465,124.87,6 months notice,1003173.97,140199.84
965,33,12,14,5,5,5,24,47870.22,0.03,376508.91,72946,2950.58,11125.04,5,Pending,1374264.0,3500,110.92,1 year penalty,960189.56,486577.59
966,34,16,21,1,5,5,10,6968.64,0.1,993950.72,29825,5537.79,5434.65,2,Pending,780272.77,4790,34.78,6 months notice,717236.6,244894.95
967,40,7,8,11,2,1,24,47543.57,0.02,2170641.33,67776,8222.6,1208.46,8,Rejected,3322062.17,3875,192.99,None,665679.68,100977.29
968,3,17,2,9,2,3,8,7300.09,0.04,1596014.47,11623,1651.08,14121.34,7,Rejected,2452069.18,2451,21.41,1 year penalty,958837.33,145521.9
969,16,13,13,3,4,4,9,21616.93,0.06,1015739.05,78070,2298.69,13872.9,3,Rejected,2510170.43,1186,102.89,1 year penalty,1376269.47,290681.65
970,38,2,8,12,5,3,8,30654.48,0.1,4843523.75,39663,4449.88,11919.35,4,Rejected,4061681.8,287,59.26,1 year penalty,985896.95,82416.52
971,48,17,3,3,1,2,7,16961.31,0.09,3337803.91,46503,3782.73,4095.64,9,Approved,2862741.98,4520,97.84,None,588144.48,56488.2
972,20,14,28,15,3,1,7,26815.5,0.08,2463695.47,89872,2182.06,9522.96,3,Rejected,2285367.62,1382,105.43,None,1335190.35,290451.91
973,36,11,10,15,3,3,24,17501.91,0.02,2818027.59,37748,8891.98,8932.54,7,Pending,365807.82,4864,128.04,1 year penalty,1392244.83,300711.14
974,27,1,20,3,4,3,24,8847.56,0.07,2912267.92,47159,9363.78,5741.09,1,Rejected,1285029.8,4257,20.58,None,1710351.36,12628.66
975,36,16,11,12,4,4,20,37102.93,0.04,507703.71,94732,5781.91,12064.17,6,Approved,817108.02,3859,97.38,None,1298021.94,396387.09
976,5,15,20,1,2,2,20,30203.42,0.04,4824013.86,1672,3975.65,1025.09,9,Pending,246934.34,2476,111.47,6 months notice,1193010.41,424693.67
977,34,19,16,14,1,5,2,28027.72,0.06,4832214.03,80118,4635.14,13520.0,5,Pending,2231650.76,1041,145.72,6 months notice,1705604.51,384330.66
978,36,20,30,3,3,4,17,17667.25,0.1,3579258.09,51421,7163.21,2580.98,1,Approved,4867653.4,4761,61.43,1 year penalty,908628.56,472221.39
979,43,20,23,1,3,1,15,31065.63,0.05,4726320.06,29470,4390.35,2061.33,4,Pending,3133546.68,1875,134.73,6 months notice,408761.5,333625.37
980,16,11,30,15,5,1,11,46123.18,0.08,3225689.86,55945,4510.43,7316.14,2,Approved,3991947.04,1708,182.98,6 months notice,954966.63,58381.07
981,26,12,9,15,5,4,6,36356.0,0.08,3186315.95,19826,3349.67,14236.75,2,Rejected,3014116.46,3289,80.82,1 year penalty,1477898.44,285628.49
982,34,16,30,14,4,1,10,8814.53,0.09,2130609.91,34322,8211.57,6366.43,3,Approved,2233641.81,175,80.08,1 year penalty,330983.28,359806.48
983,9,5,24,1,5,1,10,9786.88,0.09,3751910.68,96186,6252.88,3178.24,7,Approved,800503.64,76,59.48,6 months notice,972336.53,365287.15
984,49,10,2,9,5,5,11,26903.33,0.03,4136540.09,80509,2040.88,11864.08,9,Rejected,1344677.57,4735,167.34,1 year penalty,73294.08,265787.16
985,29,8,3,9,5,4,17,23991.17,0.02,3799496.73,13238,8941.76,8329.68,7,Pending,2406099.27,3238,106.53,None,1273921.16,171609.54
986,25,2,8,1,1,5,8,47185.62,0.02,1396773.3,85663,1412.68,3555.81,3,Rejected,3766767.71,1147,192.99,None,847045.0,375467.34
987,13,11,19,10,3,2,25,30050.5,0.06,4641702.93,73842,2639.7,11026.86,7,Rejected,4010584.08,2366,96.53,1 year penalty,610878.96,132481.12
988,27,4,18,14,3,4,2,13819.76,0.09,992381.47,69981,4229.97,10454.01,2,Rejected,3178938.34,3325,93.14,6 months notice,62009.05,198363.46
989,44,4,16,4,5,3,4,23255.02,0.1,143530.0,51356,9840.1,9103.21,5,Rejected,3330624.15,4819,20.02,None,75768.46,70819.09
990,2,8,12,14,4,4,7,19763.92,0.03,2001353.59,97331,4817.38,12627.07,4,Pending,312511.76,1148,193.56,None,704988.19,421036.35
991,7,16,18,9,1,1,16,21872.34,0.08,4233566.89,77642,4776.75,12839.64,2,Approved,2616690.67,749,113.2,1 year penalty,352975.37,441381.74
992,17,5,20,6,2,5,18,8141.92,0.08,4781109.09,20019,9094.18,10861.73,6,Pending,4650830.49,4661,122.07,6 months notice,271787.09,19528.36
993,33,15,8,14,4,5,9,11069.7,0.05,475233.03,77499,6890.78,2023.98,9,Rejected,3934018.26,4814,84.47,None,1198595.8,351048.91
994,18,19,23,4,3,3,19,38973.82,0.04,1058047.38,83625,9932.15,4842.27,9,Pending,4461739.16,4875,180.11,1 year penalty,1937830.92,449566.88
995,18,9,14,10,1,4,20,9999.19,0.07,1310046.99,64261,6130.98,2711.82,5,Approved,1054966.14,269,84.01,6 months notice,1476986.71,152552.95
996,31,14,2,6,5,1,14,28125.75,0.04,1772887.1,22408,4200.38,13761.72,3,Rejected,4263062.63,1275,95.93,None,1328273.22,283538.97
997,27,11,25,3,1,1,22,29817.24,0.03,3292125.54,70815,8268.09,3907.54,3,Approved,1874773.27,1582,195.15,None,1940604.34,401507.77
998,28,13,29,11,2,3,3,47630.29,0.07,709799.13,65575,4554.84,12417.47,6,Rejected,2988380.38,2064,195.94,1 year penalty,1079074.63,229199.92
999,45,6,14,1,5,1,23,47774.48,0.02,3824590.62,1506,9423.47,12959.25,9,Approved,3871213.37,2726,91.5,1 year penalty,1177251.6,108725.18
1000,37,7,19,7,5,2,19,8039.49,0.07,1962874.48,81055,9758.5,1985.2,3,Pending,2045848.6,318,166.84,None,464927.78,22238.84
